"","shares","num_hrefs","num_imgs","num_videos","is_popular"
"5438",631,4,0,0,"0"
"5439",1900,8,1,0,"1"
"5440",905,6,11,0,"0"
"5441",1600,10,1,0,"1"
"5442",1600,5,1,0,"1"
"5443",3300,6,1,0,"1"
"5444",1300,9,1,0,"0"
"5445",5100,4,0,1,"1"
"5446",7000,3,1,0,"1"
"5447",1400,7,1,0,"1"
"5448",4900,35,1,0,"1"
"5449",4500,3,0,1,"1"
"5450",1200,5,0,0,"0"
"5451",4500,1,1,0,"1"
"5452",542,2,1,0,"0"
"5453",1500,2,1,0,"1"
"5454",828,6,16,0,"0"
"5455",867,6,0,8,"0"
"5456",2000,12,1,0,"1"
"5457",2300,3,1,0,"1"
"5458",1600,6,1,0,"1"
"5459",1300,6,1,0,"0"
"5460",1700,10,1,0,"1"
"5461",2200,3,0,0,"1"
"5462",1400,4,1,0,"1"
"5463",1300,27,1,0,"0"
"5464",900,4,1,0,"0"
"5465",648,4,1,0,"0"
"5466",3000,9,1,0,"1"
"5467",730,5,1,0,"0"
"5468",8900,3,0,1,"1"
"5469",3200,4,1,11,"1"
"5470",1300,9,1,0,"0"
"5471",1100,6,1,0,"0"
"5472",679,5,1,0,"0"
"5473",891,5,1,1,"0"
"5474",916,10,1,0,"0"
"5475",2000,14,1,0,"1"
"5476",1200,9,1,0,"0"
"5477",3100,6,1,0,"1"
"5478",1100,10,1,0,"0"
"5479",1700,5,1,0,"1"
"5480",9400,4,1,0,"1"
"5481",1200,7,1,0,"0"
"5482",20800,4,0,1,"1"
"5483",2900,6,1,0,"1"
"5484",1500,26,11,0,"1"
"5485",2200,4,0,0,"1"
"5486",1100,6,1,1,"0"
"5487",663,21,0,0,"0"
"5488",7700,4,1,1,"1"
"5489",1700,7,1,0,"1"
"5490",2300,11,1,0,"1"
"5491",1800,3,11,0,"1"
"5492",8500,5,1,0,"1"
"5493",1200,6,1,0,"0"
"5494",944,3,1,0,"0"
"5495",2000,7,1,0,"1"
"5496",1800,11,0,1,"1"
"5497",1300,29,0,11,"0"
"5498",950,0,0,0,"0"
"5499",1900,6,0,1,"1"
"5500",3200,15,1,0,"1"
"5501",1100,4,1,0,"0"
"5502",1600,5,0,1,"1"
"5503",3100,7,1,0,"1"
"5504",1600,5,0,0,"1"
"5505",800,1,0,2,"0"
"5506",6700,2,1,0,"1"
"5507",1200,2,1,0,"0"
"5508",23500,4,0,8,"1"
"5509",9700,6,0,26,"1"
"5510",649,2,1,0,"0"
"5511",945,13,7,1,"0"
"5512",902,4,1,0,"0"
"5513",964,4,1,0,"0"
"5514",1700,6,1,0,"1"
"5515",1000,6,1,0,"0"
"5516",2800,17,0,11,"1"
"5517",1300,9,0,0,"0"
"5518",11900,13,10,1,"1"
"5519",21800,34,20,0,"1"
"5520",1000,12,1,0,"0"
"5521",1700,34,14,0,"1"
"5522",940,10,1,0,"0"
"5523",741,9,1,0,"0"
"5524",711,15,1,0,"0"
"5525",1200,6,16,0,"0"
"5526",3000,4,16,0,"1"
"5527",1100,5,0,26,"0"
"5528",1900,9,1,0,"1"
"5529",6300,18,12,0,"1"
"5530",1000,4,1,1,"0"
"5531",1400,10,1,0,"1"
"5532",1000,5,12,0,"0"
"5533",1100,22,1,0,"0"
"5534",1900,4,1,0,"1"
"5535",3000,4,1,1,"1"
"5536",1400,5,1,0,"1"
"5537",16300,10,1,1,"1"
"5538",7400,4,0,17,"1"
"5539",1200,2,0,1,"0"
"5540",2100,7,1,0,"1"
"5541",3800,24,1,0,"1"
"5542",1100,7,0,0,"0"
"5543",7100,5,1,0,"1"
"5544",1700,17,1,1,"1"
"5545",950,13,7,1,"0"
"5546",1300,2,1,0,"0"
"5547",5700,55,1,0,"1"
"5548",1300,6,1,0,"0"
"5549",1100,18,1,0,"0"
"5550",2100,4,0,1,"1"
"5551",2200,16,1,0,"1"
"5552",896,28,24,0,"0"
"5553",1200,3,1,0,"0"
"5554",784,4,1,0,"0"
"5555",112500,25,0,11,"1"
"5556",897,12,1,0,"0"
"5557",3900,7,1,0,"1"
"5558",1100,5,1,0,"0"
"5559",6700,5,0,1,"1"
"5560",1000,2,1,0,"0"
"5561",970,5,1,0,"0"
"5562",1300,8,1,0,"0"
"5563",2200,4,1,0,"1"
"5564",882,7,0,0,"0"
"5565",2900,4,1,0,"1"
"5566",2800,3,0,1,"1"
"5567",3100,14,11,1,"1"
"5568",6600,14,7,7,"1"
"5569",16200,19,0,1,"1"
"5570",823,10,1,0,"0"
"5571",1100,11,1,0,"0"
"5572",3700,2,1,1,"1"
"5573",878,6,1,0,"0"
"5574",1400,10,1,0,"1"
"5575",1400,0,1,0,"1"
"5576",1700,5,0,1,"1"
"5577",5100,5,1,1,"1"
"5578",3600,1,1,0,"1"
"5579",618,1,1,0,"0"
"5580",1500,2,0,1,"1"
"5581",899,4,0,26,"0"
"5582",6300,13,1,0,"1"
"5583",2800,9,1,0,"1"
"5584",952,9,1,0,"0"
"5585",1100,0,1,0,"0"
"5586",1100,4,0,1,"0"
"5587",1700,89,52,0,"1"
"5588",2800,10,1,0,"1"
"5589",1800,4,15,1,"1"
"5590",3700,17,1,0,"1"
"5591",7400,6,0,17,"1"
"5592",971,5,1,0,"0"
"5593",1800,5,0,1,"1"
"5594",9200,23,11,0,"1"
"5595",5100,6,1,0,"1"
"5596",1900,6,0,1,"1"
"5597",1400,9,1,0,"1"
"5598",3300,8,0,1,"1"
"5599",1400,19,13,0,"1"
"5600",3000,15,1,22,"1"
"5601",2800,12,1,0,"1"
"5602",1600,5,1,0,"1"
"5603",5400,7,1,0,"1"
"5604",1300,13,19,0,"0"
"5605",1200,2,1,0,"0"
"5606",1400,2,0,1,"1"
"5607",2000,7,1,0,"1"
"5608",50200,24,20,2,"1"
"5609",1400,1,1,0,"1"
"5610",1300,0,1,0,"0"
"5611",1400,5,0,0,"1"
"5612",1500,6,1,0,"1"
"5613",1300,23,11,0,"0"
"5614",5100,5,1,0,"1"
"5615",3700,6,1,0,"1"
"5616",3100,4,1,0,"1"
"5617",1300,24,1,0,"0"
"5618",1600,7,1,0,"1"
"5619",1400,24,1,0,"1"
"5620",2200,3,0,0,"1"
"5621",1500,13,1,0,"1"
"5622",13700,10,1,0,"1"
"5623",969,6,0,0,"0"
"5624",1200,9,1,0,"0"
"5625",1100,8,1,0,"0"
"5626",1400,8,1,0,"1"
"5627",1600,7,0,2,"1"
"5628",2300,3,0,11,"1"
"5629",2800,74,1,0,"1"
"5630",710,4,1,0,"0"
"5631",2200,7,21,0,"1"
"5632",2000,16,1,0,"1"
"5633",850,8,1,0,"0"
"5634",1100,4,0,1,"0"
"5635",2900,3,1,0,"1"
"5636",1800,6,0,1,"1"
"5637",1300,8,1,0,"0"
"5638",3200,4,1,1,"1"
"5639",1300,4,1,1,"0"
"5640",928,9,1,0,"0"
"5641",1200,8,1,0,"0"
"5642",868,12,18,0,"0"
"5643",1300,9,1,0,"0"
"5644",1100,1,1,4,"0"
"5645",4100,2,1,0,"1"
"5646",2500,15,1,12,"1"
"5647",1600,16,1,0,"1"
"5648",1400,5,1,1,"1"
"5649",2000,6,0,0,"1"
"5650",6900,5,1,0,"1"
"5651",3300,10,8,0,"1"
"5652",2700,4,1,0,"1"
"5653",1600,6,1,0,"1"
"5654",1500,11,1,0,"1"
"5655",8100,1,1,0,"1"
"5656",1700,2,0,0,"1"
"5657",11500,23,12,1,"1"
"5658",2200,4,0,1,"1"
"5659",1900,5,1,0,"1"
"5660",2100,12,11,0,"1"
"5661",2900,46,1,0,"1"
"5662",15400,7,0,0,"1"
"5663",2800,7,1,0,"1"
"5664",1200,7,0,0,"0"
"5665",1700,38,11,0,"1"
"5666",1100,6,1,0,"0"
"5667",1600,3,8,0,"1"
"5668",1200,10,1,0,"0"
"5669",1200,71,32,0,"0"
"5670",2200,3,0,0,"1"
"5671",2200,5,1,0,"1"
"5672",2500,13,1,0,"1"
"5673",1400,24,1,0,"1"
"5674",2300,19,11,0,"1"
"5675",13900,37,11,0,"1"
"5676",10100,12,1,0,"1"
"5677",3100,22,1,0,"1"
"5678",1400,11,0,0,"1"
"5679",6600,4,0,0,"1"
"5680",2100,11,1,0,"1"
"5681",1200,11,1,1,"0"
"5682",1800,12,6,0,"1"
"5683",1600,6,0,1,"1"
"5684",1700,13,1,0,"1"
"5685",2800,26,1,0,"1"
"5686",4300,36,1,0,"1"
"5687",2800,5,0,0,"1"
"5688",2000,5,0,0,"1"
"5689",3900,68,1,0,"1"
"5690",6400,3,0,1,"1"
"5691",5100,7,0,0,"1"
"5692",1900,31,11,0,"1"
"5693",1800,11,1,0,"1"
"5694",2300,8,7,0,"1"
"5695",3500,2,0,1,"1"
"5696",14000,13,9,0,"1"
"5697",1100,5,1,0,"0"
"5698",17100,7,0,1,"1"
"5699",1400,34,30,0,"1"
"5700",17600,6,1,0,"1"
"5701",2600,5,1,0,"1"
"5702",1100,3,0,0,"0"
"5703",13800,3,0,1,"1"
"5704",1200,4,15,1,"0"
"5705",806,18,1,0,"0"
"5706",834,8,1,0,"0"
"5707",4400,15,1,0,"1"
"5708",1200,4,1,0,"0"
"5709",4400,4,0,1,"1"
"5710",1200,18,14,0,"0"
"5711",932,2,1,0,"0"
"5712",817,3,1,0,"0"
"5713",1800,3,0,2,"1"
"5714",2900,7,0,0,"1"
"5715",1900,7,16,0,"1"
"5716",1600,11,9,0,"1"
"5717",1100,42,9,0,"0"
"5718",2100,18,1,9,"1"
"5719",1900,2,0,1,"1"
"5720",2500,10,1,0,"1"
"5721",2400,2,0,7,"1"
"5722",1600,7,1,0,"1"
"5723",1700,8,1,0,"1"
"5724",2700,15,1,1,"1"
"5725",1700,21,0,0,"1"
"5726",1700,51,31,0,"1"
"5727",2500,4,0,0,"1"
"5728",1700,10,1,0,"1"
"5729",4100,7,5,0,"1"
"5730",3300,11,1,0,"1"
"5731",6200,22,1,0,"1"
"5732",14300,7,1,1,"1"
"5733",1600,12,11,0,"1"
"5734",1400,1,1,0,"1"
"5735",937,5,12,0,"0"
"5736",1100,6,1,0,"0"
"5737",1400,5,1,21,"1"
"5738",3300,15,9,1,"1"
"5739",1500,15,1,0,"1"
"5740",1000,7,1,0,"0"
"5741",2800,5,1,0,"1"
"5742",1600,10,1,11,"1"
"5743",4400,6,0,16,"1"
"5744",13700,3,0,12,"1"
"5745",3200,4,1,0,"1"
"5746",1400,6,1,0,"1"
"5747",5000,8,1,1,"1"
"5748",2700,32,1,0,"1"
"5749",1700,7,0,10,"1"
"5750",1100,10,1,0,"0"
"5751",6200,2,1,0,"1"
"5752",3500,16,0,9,"1"
"5753",11000,8,0,0,"1"
"5754",1400,5,1,0,"1"
"5755",1500,9,1,0,"1"
"5756",642,25,0,0,"0"
"5757",1400,15,1,1,"1"
"5758",918,7,1,0,"0"
"5759",2700,7,1,0,"1"
"5760",1900,14,1,0,"1"
"5761",1300,0,1,0,"0"
"5762",1000,7,1,0,"0"
"5763",1400,3,1,0,"1"
"5764",1500,7,1,0,"1"
"5765",2500,4,0,0,"1"
"5766",1200,4,1,0,"0"
"5767",1800,5,21,0,"1"
"5768",1900,7,15,1,"1"
"5769",2400,10,1,0,"1"
"5770",1600,19,1,1,"1"
"5771",1400,5,0,1,"1"
"5772",783,2,0,2,"0"
"5773",1600,5,0,1,"1"
"5774",1900,10,1,0,"1"
"5775",4300,45,25,1,"1"
"5776",825,22,20,1,"0"
"5777",2300,11,0,1,"1"
"5778",93800,5,0,21,"1"
"5779",2000,12,11,0,"1"
"5780",13400,3,1,0,"1"
"5781",2400,4,0,0,"1"
"5782",1900,6,0,0,"1"
"5783",5800,3,1,0,"1"
"5784",1200,10,1,0,"0"
"5785",1500,3,0,0,"1"
"5786",2900,7,1,0,"1"
"5787",3000,9,1,0,"1"
"5788",1200,8,1,0,"0"
"5789",1400,27,12,1,"1"
"5790",2600,8,1,0,"1"
"5791",1400,6,15,0,"1"
"5792",2100,11,24,0,"1"
"5793",1000,6,0,0,"0"
"5794",1300,4,1,0,"0"
"5795",1400,5,1,0,"1"
"5796",987,7,1,0,"0"
"5797",1300,4,1,0,"0"
"5798",3600,9,0,1,"1"
"5799",901,8,61,0,"0"
"5800",7800,3,1,0,"1"
"5801",2600,9,1,0,"1"
"5802",1000,7,1,1,"0"
"5803",1300,4,1,0,"0"
"5804",1000,21,10,1,"0"
"5805",1300,2,1,0,"0"
"5806",2400,3,1,0,"1"
"5807",2500,9,1,0,"1"
"5808",6600,1,0,1,"1"
"5809",1700,8,0,13,"1"
"5810",1800,10,1,0,"1"
"5811",882,9,1,0,"0"
"5812",1100,2,0,1,"0"
"5813",8400,0,1,14,"1"
"5814",2300,7,1,0,"1"
"5815",3900,7,1,10,"1"
"5816",1500,3,1,0,"1"
"5817",602,10,1,0,"0"
"5818",6500,21,1,0,"1"
"5819",3100,8,1,0,"1"
"5820",959,5,1,0,"0"
"5821",1200,5,1,0,"0"
"5822",2500,5,1,0,"1"
"5823",1300,3,1,0,"0"
"5824",2600,83,47,0,"1"
"5825",3400,8,1,0,"1"
"5826",1100,6,0,1,"0"
"5827",2600,4,1,0,"1"
"5828",1000,2,1,0,"0"
"5829",814,4,15,0,"0"
"5830",6400,9,0,0,"1"
"5831",2000,9,1,0,"1"
"5832",2300,11,1,1,"1"
"5833",2500,4,1,0,"1"
"5834",5900,42,1,6,"1"
"5835",2100,29,26,1,"1"
"5836",1400,7,0,1,"1"
"5837",973,8,1,0,"0"
"5838",2200,6,1,11,"1"
"5839",1400,3,0,0,"1"
"5840",986,6,0,26,"0"
"5841",7700,11,8,1,"1"
"5842",753,5,1,0,"0"
"5843",17600,4,1,3,"1"
"5844",2200,11,1,0,"1"
"5845",887,10,1,0,"0"
"5846",2500,21,26,0,"1"
"5847",3900,3,12,0,"1"
"5848",3900,9,60,0,"1"
"5849",2200,4,19,0,"1"
"5850",1600,20,8,0,"1"
"5851",1900,4,1,0,"1"
"5852",1400,9,1,0,"1"
"5853",1100,6,1,0,"0"
"5854",1200,7,1,0,"0"
"5855",1300,4,1,0,"0"
"5856",1100,21,0,0,"0"
"5857",1800,17,11,0,"1"
"5858",2500,4,1,0,"1"
"5859",1900,2,1,0,"1"
"5860",943,6,0,0,"0"
"5861",1200,4,0,1,"0"
"5862",1200,8,1,0,"0"
"5863",1000,5,1,0,"0"
"5864",1500,5,1,0,"1"
"5865",2000,3,1,0,"1"
"5866",498,4,1,0,"0"
"5867",2200,4,1,1,"1"
"5868",5600,10,1,0,"1"
"5869",12300,0,0,0,"1"
"5870",4200,20,1,0,"1"
"5871",1800,3,1,0,"1"
"5872",830,10,1,0,"0"
"5873",1700,20,1,0,"1"
"5874",2600,6,1,0,"1"
"5875",963,5,14,0,"0"
"5876",1700,6,1,0,"1"
"5877",1800,16,11,1,"1"
"5878",5800,19,9,0,"1"
"5879",2200,5,1,0,"1"
"5880",2600,1,0,1,"1"
"5881",1400,3,1,0,"1"
"5882",1300,7,0,0,"0"
"5883",5500,56,16,2,"1"
"5884",1200,9,1,0,"0"
"5885",4500,7,0,1,"1"
"5886",2200,3,0,1,"1"
"5887",2100,7,18,0,"1"
"5888",2200,6,1,0,"1"
"5889",4100,10,1,0,"1"
"5890",1300,5,1,0,"0"
"5891",4900,14,1,10,"1"
"5892",597,9,1,0,"0"
"5893",1500,5,1,0,"1"
"5894",2000,5,0,2,"1"
"5895",979,2,1,0,"0"
"5896",2400,14,11,0,"1"
"5897",7700,4,0,1,"1"
"5898",3300,11,0,0,"1"
"5899",1000,4,1,0,"0"
"5900",1600,1,1,0,"1"
"5901",1000,2,1,0,"0"
"5902",1100,7,1,0,"0"
"5903",2500,5,0,10,"1"
"5904",953,4,0,1,"0"
"5905",2100,22,1,0,"1"
"5906",1500,17,1,0,"1"
"5907",2200,16,1,0,"1"
"5908",432,2,1,0,"0"
"5909",1400,7,1,0,"1"
"5910",2700,12,1,0,"1"
"5911",795,15,0,0,"0"
"5912",827,12,1,0,"0"
"5913",8400,38,1,0,"1"
"5914",940,6,1,1,"0"
"5915",2200,4,1,1,"1"
"5916",5000,4,60,1,"1"
"5917",2500,9,1,0,"1"
"5918",8400,32,11,0,"1"
"5919",7200,10,1,0,"1"
"5920",1500,8,61,1,"1"
"5921",1100,15,0,11,"0"
"5922",1500,6,1,0,"1"
"5923",1800,6,0,1,"1"
"5924",1400,71,1,0,"1"
"5925",1800,12,1,0,"1"
"5926",1600,10,1,0,"1"
"5927",4400,8,0,0,"1"
"5928",1300,1,0,1,"0"
"5929",926,4,1,1,"0"
"5930",1800,8,1,0,"1"
"5931",3000,1,1,0,"1"
"5932",8800,5,1,0,"1"
"5933",3700,6,0,0,"1"
"5934",2300,2,1,0,"1"
"5935",1800,11,1,0,"1"
"5936",7000,1,1,0,"1"
"5937",715,5,1,0,"0"
"5938",904,4,1,0,"0"
"5939",1400,6,0,26,"1"
"5940",869,5,1,0,"0"
"5941",1700,4,1,0,"1"
"5942",1300,69,32,0,"0"
"5943",2300,2,1,0,"1"
"5944",1000,3,0,1,"0"
"5945",2500,14,0,1,"1"
"5946",2200,12,1,0,"1"
"5947",821,13,1,0,"0"
"5948",1700,36,9,0,"1"
"5949",1300,4,0,1,"0"
"5950",1300,3,0,16,"0"
"5951",2600,4,1,0,"1"
"5952",1200,5,98,1,"0"
"5953",810,32,12,2,"0"
"5954",2300,4,0,1,"1"
"5955",1400,4,1,0,"1"
"5956",1000,9,1,0,"0"
"5957",1200,3,1,0,"0"
"5958",1300,9,1,0,"0"
"5959",26400,3,0,2,"1"
"5960",1100,18,1,0,"0"
"5961",2100,19,0,11,"1"
"5962",1500,3,1,0,"1"
"5963",676,7,0,0,"0"
"5964",1300,4,1,0,"0"
"5965",2500,9,1,0,"1"
"5966",2100,14,1,10,"1"
"5967",1300,5,18,0,"0"
"5968",12300,14,1,0,"1"
"5969",1100,5,1,0,"0"
"5970",1100,6,0,0,"0"
"5971",1400,17,19,0,"1"
"5972",1800,3,0,1,"1"
"5973",2400,13,1,0,"1"
"5974",1500,8,1,1,"1"
"5975",1200,12,0,0,"0"
"5976",1400,3,1,1,"1"
"5977",1100,5,0,10,"0"
"5978",3700,5,0,0,"1"
"5979",2900,70,1,0,"1"
"5980",993,5,0,0,"0"
"5981",3600,4,0,2,"1"
"5982",15500,21,1,0,"1"
"5983",4200,8,1,0,"1"
"5984",2800,15,1,0,"1"
"5985",2600,7,9,0,"1"
"5986",913,47,1,1,"0"
"5987",1200,18,13,1,"0"
"5988",1500,7,1,0,"1"
"5989",3100,12,1,0,"1"
"5990",1200,8,1,1,"0"
"5991",2200,7,1,1,"1"
"5992",2000,6,1,0,"1"
"5993",3200,4,1,0,"1"
"5994",1400,6,0,1,"1"
"5995",788,9,1,0,"0"
"5996",20500,2,18,1,"1"
"5997",1100,9,1,1,"0"
"5998",1100,5,1,0,"0"
"5999",2200,10,0,0,"1"
"6000",2400,4,1,0,"1"
"6001",2600,16,1,0,"1"
"6002",16100,3,1,0,"1"
"6003",1300,8,1,0,"0"
"6004",2100,14,1,1,"1"
"6005",1200,6,9,0,"0"
"6006",1900,8,0,1,"1"
"6007",2100,7,8,1,"1"
"6008",6200,18,16,0,"1"
"6009",1600,14,1,0,"1"
"6010",1100,3,1,0,"0"
"6011",2100,13,0,0,"1"
"6012",6300,3,1,0,"1"
"6013",1600,6,1,0,"1"
"6014",1800,8,1,0,"1"
"6015",1200,4,0,0,"0"
"6016",3300,7,1,0,"1"
"6017",1300,10,1,0,"0"
"6018",1200,9,6,0,"0"
"6019",1800,13,1,0,"1"
"6020",1800,0,0,0,"1"
"6021",2000,11,8,0,"1"
"6022",3600,5,0,1,"1"
"6023",2400,12,11,0,"1"
"6024",3600,57,1,0,"1"
"6025",6300,3,0,0,"1"
"6026",12300,4,1,0,"1"
"6027",2800,3,0,0,"1"
"6028",3200,10,1,0,"1"
"6029",2700,3,0,1,"1"
"6030",2200,17,11,0,"1"
"6031",2000,4,1,0,"1"
"6032",14800,12,10,0,"1"
"6033",7100,4,1,10,"1"
"6034",7600,20,11,0,"1"
"6035",2400,26,10,0,"1"
"6036",4600,19,1,0,"1"
"6037",2000,4,0,0,"1"
"6038",4800,1,0,1,"1"
"6039",2300,9,7,0,"1"
"6040",1100,34,30,0,"0"
"6041",1500,5,1,1,"1"
"6042",1700,12,1,0,"1"
"6043",2200,2,0,1,"1"
"6044",10700,6,1,4,"1"
"6045",15900,5,16,0,"1"
"6046",6000,15,1,0,"1"
"6047",1600,9,1,0,"1"
"6048",2300,3,34,0,"1"
"6049",4500,9,1,0,"1"
"6050",1300,8,1,0,"0"
"6051",1200,3,0,0,"0"
"6052",1900,4,0,1,"1"
"6053",2300,15,13,6,"1"
"6054",1600,11,1,1,"1"
"6055",1800,7,0,0,"1"
"6056",2100,1,1,0,"1"
"6057",1500,1,0,1,"1"
"6058",2400,11,0,1,"1"
"6059",699,1,0,1,"0"
"6060",1600,3,1,0,"1"
"6061",959,6,0,0,"0"
"6062",994,3,0,1,"0"
"6063",2200,38,30,0,"1"
"6064",1300,15,1,0,"0"
"6065",4300,13,0,0,"1"
"6066",1300,8,1,0,"0"
"6067",2600,4,0,1,"1"
"6068",2700,13,7,0,"1"
"6069",1900,6,1,0,"1"
"6070",1200,16,10,1,"0"
"6071",1800,20,8,1,"1"
"6072",1400,15,1,1,"1"
"6073",1400,4,0,1,"1"
"6074",955,21,0,0,"0"
"6075",1500,15,10,0,"1"
"6076",1100,18,11,0,"0"
"6077",3700,6,8,1,"1"
"6078",1600,7,1,0,"1"
"6079",3900,5,1,0,"1"
"6080",9400,5,0,26,"1"
"6081",1400,12,1,0,"1"
"6082",2200,11,1,0,"1"
"6083",1100,3,1,0,"0"
"6084",3000,22,20,0,"1"
"6085",2200,15,11,0,"1"
"6086",4500,14,9,1,"1"
"6087",1200,7,1,0,"0"
"6088",1200,9,1,0,"0"
"6089",12800,11,0,15,"1"
"6090",835,14,1,0,"0"
"6091",954,6,1,0,"0"
"6092",2600,93,1,0,"1"
"6093",2600,1,1,0,"1"
"6094",1900,2,1,0,"1"
"6095",2200,5,0,1,"1"
"6096",1600,23,1,0,"1"
"6097",14200,8,0,1,"1"
"6098",995,12,0,11,"0"
"6099",1900,3,8,1,"1"
"6100",2300,3,1,0,"1"
"6101",2000,19,0,16,"1"
"6102",1200,9,0,0,"0"
"6103",1100,2,1,0,"0"
"6104",1600,12,1,0,"1"
"6105",2200,6,1,0,"1"
"6106",984,11,1,0,"0"
"6107",1700,7,1,0,"1"
"6108",1900,3,0,0,"1"
"6109",1400,7,1,0,"1"
"6110",5000,18,0,0,"1"
"6111",1300,4,1,1,"0"
"6112",2400,7,0,1,"1"
"6113",1300,7,1,0,"0"
"6114",3100,3,1,11,"1"
"6115",1300,10,0,1,"0"
"6116",1400,13,1,0,"1"
"6117",1400,5,1,0,"1"
"6118",1500,6,1,0,"1"
"6119",2700,4,1,0,"1"
"6120",41700,13,1,0,"1"
"6121",11700,10,0,15,"1"
"6122",3200,9,0,0,"1"
"6123",907,4,0,1,"0"
"6124",3000,9,15,0,"1"
"6125",2700,10,1,0,"1"
"6126",1600,8,1,0,"1"
"6127",1300,8,1,0,"0"
"6128",12600,23,1,0,"1"
"6129",2200,9,1,0,"1"
"6130",906,9,0,11,"0"
"6131",5200,11,1,0,"1"
"6132",1200,3,0,1,"0"
"6133",1700,4,1,0,"1"
"6134",6900,5,1,0,"1"
"6135",1200,6,23,1,"0"
"6136",1700,1,0,0,"1"
"6137",789,10,6,0,"0"
"6138",1700,2,0,1,"1"
"6139",783,8,1,0,"0"
"6140",990,3,1,0,"0"
"6141",895,8,0,0,"0"
"6142",1200,3,1,0,"0"
"6143",16400,10,26,1,"1"
"6144",6400,3,0,1,"1"
"6145",2100,6,12,0,"1"
"6146",576,4,10,1,"0"
"6147",7800,6,0,1,"1"
"6148",1200,10,1,0,"0"
"6149",1900,8,1,7,"1"
"6150",968,7,1,0,"0"
"6151",2300,7,1,0,"1"
"6152",7100,14,1,0,"1"
"6153",1400,12,1,1,"1"
"6154",960,14,10,1,"0"
"6155",3100,32,1,0,"1"
"6156",1800,10,6,1,"1"
"6157",15000,11,1,0,"1"
"6158",2100,2,0,1,"1"
"6159",5700,15,1,0,"1"
"6160",1100,5,1,2,"0"
"6161",1300,5,1,0,"0"
"6162",6400,5,0,0,"1"
"6163",2000,16,1,0,"1"
"6164",1400,9,1,0,"1"
"6165",1100,4,1,0,"0"
"6166",2400,7,1,0,"1"
"6167",2500,5,0,1,"1"
"6168",1400,5,0,13,"1"
"6169",1500,12,1,0,"1"
"6170",2600,25,0,0,"1"
"6171",1200,5,1,1,"0"
"6172",8700,8,1,0,"1"
"6173",1900,6,1,0,"1"
"6174",3200,22,1,0,"1"
"6175",1800,9,1,0,"1"
"6176",1000,4,1,0,"0"
"6177",1300,6,1,0,"0"
"6178",1400,4,1,0,"1"
"6179",10600,5,1,0,"1"
"6180",913,3,1,0,"0"
"6181",9900,5,1,0,"1"
"6182",7600,7,1,0,"1"
"6183",1200,6,1,0,"0"
"6184",878,5,0,0,"0"
"6185",1000,9,1,0,"0"
"6186",1300,7,0,18,"0"
"6187",2000,5,1,11,"1"
"6188",916,5,1,0,"0"
"6189",1800,5,1,0,"1"
"6190",2900,9,1,0,"1"
"6191",917,28,16,1,"0"
"6192",1200,4,0,1,"0"
"6193",1700,6,1,0,"1"
"6194",2100,6,0,1,"1"
"6195",2800,7,1,0,"1"
"6196",1500,8,1,0,"1"
"6197",10700,16,1,3,"1"
"6198",2600,8,1,0,"1"
"6199",1600,21,0,0,"1"
"6200",1700,0,12,0,"1"
"6201",1100,3,1,0,"0"
"6202",2200,1,1,0,"1"
"6203",3800,6,0,0,"1"
"6204",1200,7,13,1,"0"
"6205",3700,11,1,2,"1"
"6206",1100,3,56,0,"0"
"6207",7500,50,15,0,"1"
"6208",2700,12,11,0,"1"
"6209",969,3,18,0,"0"
"6210",4600,2,8,1,"1"
"6211",1300,10,0,1,"0"
"6212",2200,6,0,1,"1"
"6213",1800,7,0,0,"1"
"6214",928,8,11,0,"0"
"6215",4100,2,1,0,"1"
"6216",25000,3,0,1,"1"
"6217",1600,11,1,0,"1"
"6218",2900,4,1,0,"1"
"6219",1100,5,0,0,"0"
"6220",1100,22,16,1,"0"
"6221",1500,8,1,0,"1"
"6222",2500,6,0,1,"1"
"6223",1700,6,1,0,"1"
"6224",1000,81,46,0,"0"
"6225",1400,9,1,0,"1"
"6226",1700,1,1,0,"1"
"6227",926,7,0,11,"0"
"6228",1400,4,8,0,"1"
"6229",1000,6,1,0,"0"
"6230",1200,14,11,0,"0"
"6231",1400,3,1,0,"1"
"6232",2700,3,1,0,"1"
"6233",822,4,1,0,"0"
"6234",1300,5,1,0,"0"
"6235",3500,5,14,0,"1"
"6236",1400,11,1,0,"1"
"6237",4700,14,1,0,"1"
"6238",989,6,1,0,"0"
"6239",774,5,1,0,"0"
"6240",771,4,1,1,"0"
"6241",8700,6,1,0,"1"
"6242",1500,1,1,0,"1"
"6243",1000,7,1,0,"0"
"6244",3600,6,0,1,"1"
"6245",1000,13,13,0,"0"
"6246",1300,6,1,2,"0"
"6247",2500,6,1,0,"1"
"6248",1200,8,1,0,"0"
"6249",1800,6,1,1,"1"
"6250",1000,4,1,0,"0"
"6251",1000,4,1,0,"0"
"6252",1400,7,1,10,"1"
"6253",2100,3,0,1,"1"
"6254",4100,5,0,1,"1"
"6255",5000,5,1,0,"1"
"6256",16200,25,1,0,"1"
"6257",1200,12,1,0,"0"
"6258",1200,8,0,0,"0"
"6259",6500,5,1,0,"1"
"6260",1800,6,1,0,"1"
"6261",2300,10,1,1,"1"
"6262",2800,14,1,0,"1"
"6263",4100,7,13,0,"1"
"6264",1600,5,0,1,"1"
"6265",1300,4,31,6,"0"
