shares,num_hrefs,num_imgs,num_videos,is_popular
755,5,1,0,0
895,4,1,15,0
935,5,1,1,0
959,10,2,0,0
456,3,19,0,0
1100,2,32,0,0
1300,4,1,0,0
645,1,0,1,0
1300,11,2,0,0
613,4,27,0,0
1200,25,1,20,0
644,0,55,0,0
865,6,23,0,0
1100,10,1,0,0
1300,10,1,0,0
806,5,18,0,0
739,3,2,2,0
1000,12,3,0,0
642,5,1,1,0
454,14,10,0,0
1300,27,14,3,0
960,29,1,0,0
829,9,2,0,0
1200,19,19,0,0
1200,5,1,0,0
1000,20,16,0,0
856,3,33,0,0
1000,5,2,0,0
892,5,1,0,0
958,45,3,0,0
1300,11,1,0,0
499,15,12,0,0
669,5,4,0,0
1000,31,1,0,0
1200,4,1,1,0
611,11,4,1,0
1000,2,15,0,0
1000,4,1,0,0
1000,6,4,0,0
850,2,19,0,0
883,0,11,0,0
962,17,9,0,0
962,29,1,1,0
1300,18,37,0,0
1000,5,0,0,0
522,8,1,0,0
1300,28,4,1,0
935,0,21,0,0
1300,2,0,0,0
1200,6,0,1,0
996,6,1,0,0
1000,20,22,0,0
991,5,1,0,0
925,3,1,0,0
1100,28,26,0,0
680,3,1,0,0
1100,3,1,0,0
722,21,22,0,0
1100,14,12,0,0
1200,15,7,2,0
1000,4,1,0,0
1200,21,22,0,0
1300,21,21,2,0
1300,23,22,2,0
1200,22,22,0,0
519,32,21,0,0
653,5,0,0,0
1100,7,3,8,0
1200,20,22,0,0
935,7,0,0,0
1000,15,1,1,0
927,13,1,0,0
1100,25,22,0,0
569,6,1,0,0
984,14,0,12,0
893,5,2,0,0
1200,7,4,0,0
1300,7,1,0,0
1000,10,3,0,0
721,4,1,0,0
1200,10,1,0,0
802,13,1,0,0
922,4,1,0,0
840,8,3,0,0
712,3,1,1,0
900,21,0,20,0
1100,14,12,1,0
718,5,1,0,0
1300,6,2,0,0
1100,19,23,0,0
901,10,1,0,0
945,2,1,0,0
1100,7,4,1,0
1300,10,2,1,0
1200,10,1,0,0
1300,9,1,0,0
1300,3,0,2,0
862,11,1,1,0
621,5,1,0,0
807,6,0,0,0
955,8,1,1,0
1100,20,18,0,0
866,5,2,0,0
1000,4,0,0,0
979,15,1,0,0
920,7,1,0,0
1300,21,20,0,0
1300,0,0,1,0
1000,2,0,21,0
1100,59,7,9,0
1200,4,1,0,0
742,11,1,0,0
1300,10,5,0,0
970,22,31,0,0
1000,5,2,1,0
964,11,1,1,0
864,1,0,1,0
865,8,0,1,0
680,16,11,0,0
507,12,1,0,0
693,44,20,1,0
771,6,0,1,0
1100,7,1,0,0
1100,7,1,0,0
989,8,1,0,0
1000,6,2,0,0
1200,8,2,0,0
906,10,0,9,0
1000,7,1,0,0
675,2,1,0,0
1100,12,52,0,0
997,3,1,0,0
1300,11,1,0,0
975,15,51,0,0
1200,13,3,0,0
698,14,0,0,0
1200,22,14,0,0
966,9,0,6,0
1200,15,1,0,0
704,12,8,1,0
766,16,1,0,0
1200,8,1,0,0
330,13,11,0,0
705,9,1,1,0
1300,12,2,2,0
1000,12,1,0,0
800,11,1,0,0
1100,8,1,7,0
1100,12,3,2,0
1300,16,3,0,0
840,4,2,0,0
1300,38,23,1,0
1100,7,0,0,0
997,39,16,1,0
1200,7,4,0,0
775,5,0,0,0
813,5,0,0,0
1100,2,1,1,0
772,9,1,0,0
1100,14,1,2,0
1100,9,0,1,0
893,13,2,2,0
1300,15,14,0,0
934,13,2,0,0
954,9,0,1,0
1000,6,1,0,0
898,7,13,1,0
963,7,2,1,0
1000,10,8,1,0
1100,2,2,4,0
1100,2,2,0,0
774,9,1,0,0
1100,6,2,0,0
1100,3,1,0,0
725,9,1,0,0
620,15,5,0,0
1300,13,1,0,0
896,7,1,1,0
1300,16,12,1,0
1000,15,10,0,0
1100,19,1,0,0
748,21,6,1,0
1300,3,3,0,0
796,7,3,0,0
734,8,0,0,0
785,6,2,1,0
1200,3,0,1,0
890,10,9,1,0
878,12,1,0,0
811,6,1,2,0
1100,12,11,1,0
931,6,1,1,0
640,8,1,1,0
820,14,1,0,0
859,20,2,0,0
1200,6,1,0,0
1100,0,14,0,0
1100,18,0,10,0
1200,45,43,0,0
1200,9,0,0,0
1200,9,15,0,0
900,6,17,0,0
1200,10,2,0,0
863,5,14,2,0
1000,2,1,3,0
1300,10,6,1,0
1000,3,19,0,0
1000,17,8,0,0
1200,24,1,0,0
1300,6,0,0,0
1300,2,0,0,0
1300,4,26,1,0
1300,18,1,0,0
1300,3,15,3,0
857,9,1,0,0
1200,9,1,0,0
1100,11,15,1,0
1000,1,1,0,0
982,12,1,0,0
728,6,0,0,0
944,23,10,0,0
854,12,1,0,0
1200,45,42,1,0
1200,12,6,0,0
883,23,23,1,0
1300,7,1,1,0
612,4,1,4,0
1200,9,2,1,0
1300,30,25,1,0
1200,14,52,0,0
1300,3,0,1,0
1300,8,3,2,0
827,10,1,0,0
1200,15,1,1,0
1100,5,1,2,0
330,7,1,0,0
924,11,0,2,0
985,7,15,0,0
1300,20,1,11,0
677,27,0,22,0
1200,9,1,0,0
314,12,1,0,0
907,7,1,26,0
589,8,1,0,0
1300,9,1,0,0
871,6,4,0,0
968,21,11,0,0
805,20,15,1,0
1200,15,1,11,0
1000,6,1,1,0
1200,21,1,0,0
1000,9,2,0,0
1100,9,2,1,0
941,12,7,1,0
991,13,8,0,0
842,3,1,0,0
777,5,0,0,0
1100,7,0,0,0
1100,3,22,1,0
1300,46,8,0,0
749,17,0,15,0
724,9,1,0,0
637,8,55,1,0
716,10,2,6,0
620,26,7,0,0
1200,28,23,1,0
607,4,1,0,0
1100,4,0,0,0
475,7,2,1,0
1200,2,1,0,0
1100,0,0,1,0
877,3,9,1,0
850,7,2,0,0
777,6,1,0,0
649,15,10,2,0
1200,3,2,1,0
987,3,0,2,0
1100,6,0,0,0
1300,5,0,1,0
773,3,1,0,0
819,5,2,0,0
691,35,0,31,0
828,8,3,1,0
1200,10,1,0,0
1100,4,1,1,0
1200,8,1,0,0
1100,7,2,0,0
786,10,4,0,0
1000,7,0,0,0
703,15,1,0,0
870,6,0,1,0
818,13,1,0,0
982,18,1,1,0
788,8,51,1,0
629,27,57,0,0
1100,2,3,0,0
1100,5,1,1,0
1200,15,0,1,0
1000,4,0,2,0
787,6,1,0,0
998,5,2,0,0
1200,23,0,21,0
1000,28,0,0,0
787,20,1,0,0
979,8,2,1,0
1200,10,9,0,0
609,2,1,0,0
1100,7,1,0,0
956,8,51,0,0
1300,26,23,1,0
1200,5,2,0,0
947,3,1,1,0
615,12,1,0,0
859,14,1,0,0
1300,10,1,0,0
1100,10,4,0,0
995,8,0,0,0
262,12,1,0,0
1300,12,1,0,0
629,8,1,0,0
1000,10,1,0,0
627,6,16,0,0
923,13,12,0,0
1300,6,2,0,0
870,5,1,0,0
1200,7,1,0,0
845,18,13,1,0
1000,7,1,2,0
780,6,0,0,0
942,7,53,0,0
736,4,2,0,0
748,9,2,0,0
668,4,10,2,0
853,17,2,0,0
1100,8,2,0,0
713,10,22,0,0
1100,6,1,0,0
859,7,1,0,0
1100,2,1,0,0
950,9,1,0,0
634,7,2,0,0
1200,12,1,0,0
1200,7,2,1,0
668,10,1,0,0
895,11,11,0,0
1300,4,14,0,0
788,12,1,0,0
1100,12,1,0,0
1300,2,1,0,0
1100,24,14,1,0
655,11,1,1,0
946,13,1,0,0
1300,8,2,0,0
910,5,1,0,0
1100,12,1,1,0
942,6,1,1,0
1100,2,1,0,0
691,5,3,0,0
574,11,2,0,0
1200,22,2,0,0
1100,8,1,2,0
1000,10,2,1,0
586,16,2,0,0
1200,16,13,1,0
1100,7,2,0,0
1100,1,1,0,0
997,10,1,0,0
933,8,0,0,0
1200,2,11,0,0
962,6,0,1,0
1300,10,1,2,0
1300,15,13,0,0
830,5,1,0,0
1100,7,3,0,0
1100,5,1,0,0
1300,9,1,0,0
879,8,1,0,0
947,18,0,14,0
1200,6,1,0,0
955,9,1,0,0
1200,7,1,0,0
1100,6,1,0,0
1200,6,2,0,0
912,5,1,0,0
708,7,4,0,0
986,23,1,10,0
839,30,6,21,0
958,5,0,0,0
792,24,2,2,0
1000,14,1,11,0
1300,10,2,0,0
884,7,1,0,0
755,16,1,0,0
1100,2,0,2,0
952,32,0,31,0
1200,6,6,1,0
1200,2,4,0,0
1100,12,2,0,0
965,10,2,1,0
952,2,1,0,0
613,5,2,1,0
991,10,3,0,0
613,12,1,0,0
861,4,0,0,0
1100,32,13,0,0
972,9,1,0,0
1100,7,12,0,0
901,6,0,2,0
995,4,1,0,0
1100,21,11,0,0
1200,6,2,0,0
895,3,13,0,0
985,14,13,0,0
1300,28,13,0,0
664,22,52,0,0
761,13,25,0,0
1300,2,1,1,0
1300,8,1,0,0
935,28,0,21,0
1300,5,4,0,0
1100,4,2,0,0
293,3,1,0,0
889,9,1,0,0
690,1,2,0,0
1300,5,1,1,0
929,4,0,1,0
1100,15,51,0,0
1300,13,8,1,0
1100,5,1,1,0
1100,2,2,0,0
928,53,21,1,0
1300,6,2,27,0
932,4,0,1,0
683,14,1,0,0
720,13,2,0,0
725,13,1,5,0
1300,12,1,0,0
1100,7,4,1,0
735,3,2,0,0
1200,21,1,11,0
1100,6,1,0,0
837,7,2,0,0
653,7,1,1,0
691,3,1,0,0
1300,3,1,1,0
1200,12,1,0,0
1100,24,3,0,0
951,18,1,0,0
1100,3,0,2,0
1100,34,0,31,0
1200,43,20,0,0
913,1,1,0,0
1200,22,22,0,0
1100,5,2,0,0
1300,25,17,0,0
936,4,2,0,0
1200,3,1,1,0
1200,8,1,0,0
1300,15,13,1,0
920,19,2,0,0
993,2,1,0,0
958,20,2,0,0
1300,7,1,0,0
1300,5,1,0,0
790,22,1,0,0
1200,13,51,0,0
903,3,0,0,0
1200,8,3,0,0
955,28,52,0,0
1100,0,0,1,0
1200,6,1,0,0
1300,5,1,1,0
1200,13,1,0,0
1200,50,16,0,0
1300,7,1,1,0
1200,8,4,1,0
1300,13,1,1,0
1200,20,1,0,0
1000,2,0,0,0
1100,5,1,1,0
404,5,1,0,0
788,8,1,0,0
810,3,0,1,0
1200,3,11,1,0
839,3,1,1,0
1300,8,1,1,0
1300,14,11,0,0
1000,19,15,1,0
1100,5,1,0,0
956,11,3,0,0
719,15,13,1,0
723,4,3,0,0
1000,2,1,0,0
1100,7,1,0,0
815,7,1,0,0
699,4,0,0,0
741,28,1,20,0
805,4,1,0,0
881,3,2,0,0
1100,14,1,0,0
872,9,1,1,0
1300,3,1,0,0
1100,23,15,1,0
569,15,11,1,0
909,20,13,1,0
1300,4,1,0,0
1100,11,1,0,0
733,2,1,1,0
994,6,1,0,0
1000,1,1,0,0
671,13,12,0,0
934,15,2,1,0
1100,10,1,0,0
1000,6,1,0,0
454,3,1,0,0
1100,4,2,0,0
803,15,11,0,0
1300,9,13,1,0
1200,6,1,0,0
973,13,0,1,0
929,15,6,0,0
748,119,49,27,0
1100,12,3,0,0
865,13,1,0,0
1300,11,1,1,0
1300,7,1,0,0
673,10,1,1,0
1300,4,1,0,0
946,5,4,0,0
932,33,1,0,0
1000,15,1,1,0
876,2,1,0,0
1300,10,2,1,0
826,7,0,0,0
845,27,12,1,0
1100,14,1,0,0
782,3,1,0,0
654,21,15,2,0
977,7,1,0,0
526,16,16,0,0
925,5,1,0,0
812,4,1,0,0
1100,6,1,1,0
1000,4,1,1,0
611,4,2,0,0
834,5,2,2,0
846,15,12,0,0
875,25,10,0,0
1200,12,3,0,0
858,4,1,1,0
1300,5,1,0,0
1300,12,1,0,0
603,2,9,0,0
672,8,0,1,0
862,3,1,0,0
912,4,1,0,0
769,9,2,1,0
1100,20,2,25,0
996,1,0,3,0
700,1,1,0,0
1200,10,2,0,0
649,13,2,0,0
869,5,2,0,0
1100,18,19,5,0
950,4,0,2,0
918,2,1,0,0
1300,26,1,21,0
1300,8,9,0,0
937,9,12,1,0
742,3,0,1,0
812,6,2,1,0
1000,1,0,2,0
603,10,1,0,0
964,8,6,0,0
1100,4,0,0,0
829,5,1,2,0
389,22,3,0,0
1300,3,0,21,0
998,16,2,0,0
1100,13,1,0,0
850,7,1,0,0
818,6,1,0,0
1100,16,2,0,0
1100,3,0,2,0
944,3,2,0,0
1200,4,1,0,0
1100,15,1,1,0
1200,23,12,0,0
1100,14,1,9,0
998,2,8,1,0
1100,7,0,2,0
1100,3,1,0,0
731,33,0,31,0
925,24,0,21,0
1100,2,0,2,0
1300,9,1,0,0
827,51,25,5,0
1100,15,2,0,0
798,11,1,0,0
991,10,1,0,0
969,30,1,0,0
913,5,2,1,0
923,21,7,0,0
1100,3,1,1,0
1300,3,0,0,0
798,2,2,0,0
1200,8,1,0,0
718,5,1,0,0
156,19,3,0,0
973,11,2,0,0
1100,9,1,0,0
1000,13,0,11,0
1200,14,17,0,0
1100,12,4,4,0
468,9,1,1,0
1200,9,2,1,0
938,6,1,1,0
1100,9,1,1,0
1200,4,1,0,0
664,5,1,0,0
940,16,1,0,0
729,15,12,0,0
974,3,1,0,0
946,13,6,0,0
970,4,3,1,0
1100,8,3,0,0
1100,4,2,0,0
1100,6,2,0,0
1000,8,1,0,0
761,9,15,0,0
1000,4,3,1,0
1300,34,30,1,0
900,13,53,0,0
1200,35,0,1,0
1100,6,3,0,0
902,9,15,0,0
1100,13,3,1,0
1000,5,1,1,0
1100,9,1,0,0
1000,12,1,0,0
671,13,10,1,0
835,13,2,0,0
1300,2,1,0,0
931,4,20,1,0
827,5,1,0,0
938,15,0,0,0
612,8,1,0,0
1200,1,1,0,0
1200,17,0,11,0
686,3,9,1,0
942,45,21,1,0
1100,10,0,16,0
683,4,2,0,0
984,1,1,0,0
872,7,2,0,0
993,10,6,1,0
58,7,1,1,0
895,9,1,1,0
521,11,0,4,0
1000,4,0,2,0
604,6,1,0,0
860,7,1,0,0
1200,5,1,0,0
1300,0,13,0,0
1200,10,9,0,0
1300,3,15,1,0
1000,2,5,0,0
1100,10,4,1,0
1300,20,1,0,0
876,4,0,0,0
651,3,1,0,0
1200,2,1,0,0
705,6,1,0,0
698,10,1,0,0
1300,158,11,0,0
729,162,14,0,0
262,6,2,0,0
1000,5,1,0,0
716,7,1,0,0
1100,16,10,1,0
1200,9,1,0,0
606,15,2,2,0
1200,8,2,0,0
877,8,1,0,0
686,5,1,0,0
814,6,2,0,0
739,3,1,0,0
1000,22,10,0,0
761,2,0,1,0
1200,0,24,1,0
882,7,2,1,0
610,25,29,0,0
487,8,1,1,0
1300,10,1,1,0
1100,3,10,1,0
838,9,1,0,0
957,17,25,0,0
1100,0,1,0,0
497,6,0,10,0
382,3,1,0,0
784,5,1,0,0
1100,3,19,0,0
473,0,0,1,0
402,13,1,1,0
743,13,10,0,0
1300,9,1,0,0
561,17,1,0,0
1000,6,1,0,0
605,5,2,0,0
1100,11,4,0,0
970,6,1,0,0
766,7,0,1,0
756,6,0,0,0
1200,4,0,2,0
850,9,1,0,0
566,3,1,0,0
1100,9,51,1,0
965,9,1,1,0
711,14,1,0,0
746,9,8,2,0
1300,0,13,0,0
1200,10,1,0,0
1100,0,10,0,0
783,2,1,0,0
927,27,5,0,0
744,10,2,1,0
962,19,27,0,0
890,9,1,0,0
865,4,1,7,0
895,10,1,0,0
1000,13,1,0,0
489,7,2,1,0
1100,31,30,1,0
830,1,2,0,0
1000,12,19,0,0
1300,6,21,0,0
1200,39,11,0,0
1200,3,10,0,0
938,7,3,1,0
655,14,28,2,0
840,6,1,25,0
602,6,50,1,0
741,5,1,0,0
985,9,1,12,0
780,4,0,0,0
1100,11,1,0,0
873,2,0,1,0
851,4,0,2,0
1300,6,2,0,0
1100,4,2,0,0
1200,17,54,1,0
977,11,3,1,0
1100,9,1,0,0
1100,8,1,0,0
606,1,0,2,0
1100,13,3,0,0
1300,10,1,0,0
1300,5,2,1,0
1200,8,2,0,0
775,11,1,0,0
1300,5,1,0,0
1200,4,1,0,0
1000,11,0,15,0
1100,4,1,1,0
1000,7,7,0,0
1100,16,15,5,0
1100,5,1,0,0
1200,15,2,1,0
1300,6,1,0,0
1300,4,2,0,0
1300,31,1,0,0
1100,10,1,2,0
815,7,2,0,0
844,4,1,0,0
1300,8,4,1,0
613,5,1,0,0
827,5,0,1,0
803,3,1,0,0
1000,9,2,0,0
919,7,10,0,0
956,4,13,0,0
712,84,75,1,0
1300,14,1,0,0
1300,8,1,1,0
942,4,1,0,0
1300,5,1,0,0
1200,5,2,2,0
1100,12,12,1,0
779,7,1,0,0
985,5,1,0,0
1100,5,1,0,0
1000,5,1,0,0
1200,7,0,2,0
891,9,2,0,0
876,10,8,0,0
891,1,1,0,0
1100,8,1,0,0
1300,5,2,0,0
954,12,1,0,0
999,14,1,0,0
1100,6,1,0,0
1100,34,0,31,0
729,12,1,1,0
1100,2,12,1,0
929,30,13,0,0
818,1,1,1,0
1300,10,1,0,0
1100,4,1,0,0
1000,11,1,0,0
895,4,1,1,0
1100,2,1,0,0
642,10,1,0,0
1300,4,1,0,0
1100,7,2,0,0
1300,3,1,1,0
1000,7,2,0,0
887,7,2,0,0
754,14,2,0,0
694,7,1,0,0
1100,15,16,0,0
773,28,11,9,0
746,8,1,0,0
894,6,5,25,0
597,15,1,0,0
1200,3,1,0,0
496,6,2,0,0
909,3,1,0,0
841,3,0,0,0
813,2,1,1,0
925,13,6,5,0
677,1,11,1,0
730,3,1,0,0
927,7,1,1,0
1000,4,1,0,0
1300,4,5,0,0
1300,23,10,0,0
1100,4,3,0,0
773,3,1,0,0
1200,7,22,1,0
1200,10,1,1,0
1300,18,1,1,0
897,7,11,1,0
843,6,1,1,0
841,2,10,0,0
1000,9,1,1,0
946,18,17,0,0
830,6,3,0,0
1100,6,1,0,0
755,10,1,0,0
974,5,1,0,0
1200,0,22,0,0
1200,6,2,0,0
941,9,1,1,0
1100,6,1,1,0
717,4,1,0,0
918,37,20,0,0
1300,10,2,0,0
755,6,1,0,0
824,4,0,1,0
1100,4,1,0,0
923,5,2,1,0
853,8,2,25,0
685,7,1,0,0
1200,16,12,1,0
756,20,0,11,0
699,10,1,1,0
1100,15,1,0,0
1100,12,1,0,0
756,4,1,0,0
998,8,0,0,0
1000,6,1,0,0
902,12,1,1,0
1100,5,1,2,0
1300,10,1,25,0
1000,3,1,1,0
932,9,1,0,0
1300,17,17,1,0
867,15,0,1,0
1300,13,52,0,0
967,5,1,0,0
1100,8,2,2,0
751,14,1,0,0
671,2,0,0,0
825,15,1,0,0
865,12,2,2,0
1200,3,1,0,0
1100,2,1,0,0
1200,8,18,0,0
841,10,1,0,0
1300,10,1,1,0
1100,17,0,11,0
1200,18,10,0,0
928,9,0,2,0
688,3,1,0,0
773,10,2,2,0
716,11,1,1,0
641,8,1,0,0
1000,6,2,0,0
987,7,1,0,0
1200,4,1,0,0
877,16,1,0,0
1200,6,2,0,0
604,6,2,0,0
854,8,1,0,0
664,18,16,0,0
939,17,0,2,0
802,3,0,2,0
802,10,2,0,0
1100,0,14,0,0
1200,8,1,0,0
1300,11,1,1,0
530,4,1,1,0
1000,22,0,20,0
846,4,2,0,0
1100,23,2,1,0
1200,13,1,0,0
788,5,1,0,0
726,3,3,11,0
857,13,1,0,0
1000,6,6,0,0
1300,19,3,2,0
1000,8,0,1,0
698,2,3,0,0
980,8,1,0,0
1000,6,2,0,0
1300,8,1,0,0
822,26,23,1,0
849,3,3,1,0
1100,9,8,0,0
585,5,1,0,0
1200,4,1,1,0
1200,23,2,0,0
968,24,17,0,0
925,21,6,6,0
958,4,2,0,0
1200,29,51,1,0
877,4,1,0,0
1200,24,8,0,0
1000,9,1,0,0
633,19,1,2,0
883,10,51,1,0
743,12,7,0,0
486,19,52,0,0
1100,12,3,0,0
591,3,1,0,0
1300,28,5,0,0
884,9,1,0,0
936,5,4,0,0
615,30,2,0,0
1100,10,11,0,0
525,7,5,0,0
913,4,3,0,0
844,3,21,0,0
1100,4,22,0,0
893,2,0,2,0
1000,4,1,0,0
795,6,6,1,0
1100,7,8,2,0
1100,4,1,0,0
936,6,0,0,0
843,13,2,1,0
1300,1,0,1,0
963,7,2,0,0
950,9,1,1,0
1100,6,1,0,0
917,27,12,0,0
779,13,4,1,0
988,11,1,0,0
1100,21,2,8,0
1300,7,1,0,0
1000,10,2,0,0
1100,4,1,0,0
969,5,1,0,0
1300,27,1,3,0
851,12,1,0,0
825,4,1,1,0
1300,4,1,0,0
989,0,0,2,0
884,21,8,1,0
1100,6,1,0,0
846,6,1,2,0
903,3,1,1,0
1300,16,0,12,0
662,3,0,6,0
1200,7,2,0,0
1200,0,18,0,0
996,6,1,0,0
776,5,1,0,0
661,4,1,0,0
1100,3,1,1,0
674,4,17,0,0
1100,3,2,0,0
863,8,1,0,0
879,9,1,1,0
917,14,2,0,0
1000,30,3,4,0
1300,7,2,1,0
1100,22,21,1,0
1200,6,1,0,0
573,3,3,0,0
1200,11,1,0,0
1200,14,0,11,0
403,4,1,0,0
964,5,2,0,0
1300,7,1,0,0
1300,7,1,0,0
755,6,0,26,0
962,4,3,1,0
917,49,1,26,0
929,2,0,2,0
1200,6,3,0,0
1100,5,0,0,0
1100,18,12,0,0
976,7,1,0,0
991,10,2,0,0
1100,8,1,0,0
855,5,1,0,0
1200,8,1,0,0
659,7,12,1,0
778,13,1,1,0
807,16,1,11,0
1100,2,1,0,0
837,22,18,2,0
962,3,1,0,0
1100,3,1,4,0
1200,11,1,0,0
1000,10,1,0,0
1200,4,1,25,0
874,8,0,1,0
717,21,4,1,0
923,8,1,0,0
827,9,1,0,0
1100,3,0,1,0
630,13,4,2,0
1200,4,1,3,0
987,2,0,1,0
707,4,11,0,0
758,9,1,1,0
736,3,0,2,0
1300,5,3,0,0
616,19,0,15,0
1100,12,4,2,0
1200,8,5,26,0
1000,7,1,0,0
1100,25,1,0,0
938,7,1,1,0
566,9,4,0,0
855,6,1,0,0
966,13,4,0,0
1200,20,15,1,0
1200,10,3,7,0
1100,3,0,1,0
989,15,0,15,0
1300,0,0,0,0
1300,4,1,0,0
775,7,2,1,0
1100,4,8,0,0
1000,65,30,0,0
881,1,0,1,0
1100,8,1,0,0
868,6,0,0,0
915,11,1,1,0
1000,6,1,1,0
1100,9,1,0,0
1300,33,51,0,0
966,7,1,0,0
821,10,1,0,0
1300,3,2,0,0
1100,6,2,0,0
939,20,5,2,0
778,7,1,0,0
893,6,1,0,0
1300,0,15,0,0
1100,20,50,2,0
1300,4,1,1,0
1000,15,1,0,0
976,2,1,0,0
1200,3,0,1,0
807,3,2,0,0
786,11,1,0,0
982,4,1,0,0
670,11,1,1,0
872,15,3,3,0
909,20,1,0,0
727,1,0,1,0
907,5,6,2,0
965,2,2,0,0
875,5,1,0,0
1200,0,4,0,0
847,10,1,6,0
547,1,1,0,0
1200,16,1,0,0
645,9,1,0,0
587,3,0,0,0
980,8,3,0,0
835,8,1,0,0
576,24,10,2,0
768,9,2,0,0
939,5,2,0,0
610,4,9,0,0
510,10,6,0,0
652,16,14,1,0
576,13,1,1,0
820,9,1,0,0
753,10,1,0,0
1200,6,1,0,0
1200,8,0,1,0
1300,11,9,0,0
1300,8,1,0,0
1100,6,1,1,0
606,7,2,0,0
1100,6,1,1,0
924,22,17,0,0
1100,5,4,0,0
1100,14,2,0,0
612,13,1,0,0
1300,6,3,0,0
795,11,1,1,0
744,4,1,1,0
939,4,1,1,0
805,10,1,0,0
991,59,1,2,0
967,7,2,0,0
973,3,1,0,0
593,13,1,4,0
633,7,3,0,0
1200,20,1,0,0
581,4,31,1,0
936,7,1,0,0
874,6,2,0,0
771,12,10,0,0
686,3,10,0,0
1300,13,1,1,0
729,28,10,0,0
919,3,1,0,0
972,15,0,11,0
487,7,1,0,0
835,30,51,1,0
1300,16,11,0,0
671,5,1,0,0
839,4,1,0,0
1300,8,3,0,0
1100,13,1,0,0
985,4,3,0,0
1200,1,2,1,0
671,4,6,0,0
813,4,1,1,0
974,5,2,0,0
661,10,5,0,0
681,4,1,0,0
1100,2,2,0,0
1100,1,2,2,0
1300,8,1,1,0
960,9,1,1,0
902,5,0,8,0
811,5,1,0,0
671,5,4,0,0
1300,2,0,2,0
903,5,1,0,0
974,1,16,0,0
1300,29,4,9,0
780,2,7,0,0
733,2,1,0,0
915,3,1,0,0
1300,23,1,0,0
816,18,0,16,0
701,5,2,0,0
932,14,2,0,0
905,11,1,0,0
1100,7,0,1,0
779,2,3,1,0
1000,11,5,1,0
1200,6,2,0,0
1000,12,4,2,0
1200,7,2,2,0
1100,10,1,2,0
1300,6,1,0,0
672,8,3,2,0
1300,8,1,0,0
1100,8,3,0,0
891,10,3,3,0
1100,13,9,3,0
783,3,2,0,0
1000,11,8,0,0
1000,2,1,0,0
1100,5,3,1,0
1000,24,1,1,0
999,6,1,0,0
780,8,6,0,0
860,11,11,0,0
1100,21,1,0,0
932,8,1,0,0
848,17,15,1,0
1200,14,4,0,0
1100,11,2,1,0
603,7,1,0,0
1200,5,1,1,0
790,4,1,0,0
1200,1,2,2,0
1000,0,3,1,0
1200,5,1,0,0
1300,25,15,1,0
957,13,2,0,0
924,10,2,1,0
1100,12,10,0,0
747,4,1,0,0
1100,2,0,1,0
613,12,1,0,0
1100,3,1,1,0
1000,3,1,0,0
1100,8,1,0,0
718,10,1,0,0
800,5,1,0,0
943,3,1,0,0
1300,13,3,1,0
1200,2,0,2,0
641,28,0,20,0
773,6,1,0,0
1300,18,13,0,0
889,14,9,0,0
586,5,1,0,0
959,15,33,4,0
854,4,9,0,0
1300,3,1,0,0
853,1,1,0,0
907,17,1,1,0
1200,27,1,20,0
992,25,0,0,0
1300,6,1,0,0
830,10,1,0,0
1200,22,1,0,0
842,13,1,11,0
858,2,1,1,0
1100,15,1,0,0
742,12,7,0,0
793,3,5,0,0
928,4,1,1,0
1000,12,3,1,0
852,34,30,1,0
1000,11,2,0,0
1200,8,2,0,0
1000,4,4,1,0
982,5,2,1,0
1200,9,4,5,0
929,13,1,0,0
854,1,1,0,0
790,16,7,0,0
961,2,1,0,0
971,3,1,0,0
1000,9,0,0,0
948,4,0,1,0
846,13,2,1,0
753,10,33,4,0
994,16,1,0,0
1300,28,13,0,0
1100,8,1,3,0
1100,0,16,0,0
1200,11,2,0,0
1200,7,3,1,0
887,5,0,0,0
1100,4,1,0,0
975,19,1,0,0
1300,6,1,1,0
800,4,1,0,0
824,11,1,0,0
1200,2,1,3,0
1200,5,1,1,0
1200,5,31,1,0
1100,13,10,1,0
1300,21,0,20,0
1300,9,5,0,0
1100,2,2,0,0
1300,3,1,0,0
1200,6,4,1,0
830,10,1,0,0
771,6,2,0,0
1300,20,10,0,0
1300,10,3,1,0
1300,7,1,0,0
854,0,14,0,0
777,4,4,0,0
1200,2,0,1,0
968,6,1,0,0
727,3,1,1,0
966,4,1,0,0
1100,6,1,0,0
704,2,1,0,0
814,8,2,0,0
919,4,0,0,0
688,15,3,0,0
583,20,0,16,0
777,6,1,0,0
1200,5,1,0,0
1000,3,0,2,0
895,26,9,0,0
736,26,20,1,0
977,3,2,1,0
1200,4,1,1,0
775,5,0,13,0
908,7,0,26,0
814,15,4,1,0
722,24,1,0,0
1200,7,1,1,0
844,6,0,1,0
1300,1,0,1,0
1100,3,2,0,0
901,1,0,2,0
1300,4,1,1,0
665,10,1,25,0
874,5,1,2,0
959,5,1,0,0
1200,5,0,0,0
1200,3,1,1,0
966,9,2,1,0
1200,25,5,1,0
958,19,15,1,0
955,7,2,0,0
1300,4,2,0,0
818,5,1,0,0
723,6,4,0,0
1000,5,1,0,0
1200,6,1,0,0
665,4,2,0,0
823,17,1,0,0
1300,1,0,2,0
806,16,9,1,0
1100,2,0,0,0
726,15,10,0,0
883,9,2,1,0
899,7,1,0,0
695,8,2,0,0
888,2,1,1,0
772,7,32,1,0
838,5,1,1,0
868,11,3,1,0
